Total.Household.Income,Region,Total.Food.Expenditure,Household.Head.Sex,Household.Head.Age,Type.of.Household,Total.Number.of.Family.members,House.Floor.Area,House.Age,Number.of.bedrooms,Electricity
130057,IX - Zasmboanga Peninsula,34398,Male,64,Single Family,2,50,16,1,0
444287,IX - Zasmboanga Peninsula,216100,Male,55,Extended Family,6,300,15,3,1
198561,IX - Zasmboanga Peninsula,86251,Female,60,Single Family,3,160,13,2,1
236352,IX - Zasmboanga Peninsula,57752,Female,76,Extended Family,3,80,12,2,1
219611,IX - Zasmboanga Peninsula,90698,Male,44,Single Family,3,50,31,2,1
192671,IX - Zasmboanga Peninsula,92680,Male,47,Single Family,7,25,60,2,1
182719,IX - Zasmboanga Peninsula,94365,Male,53,Extended Family,5,200,13,2,1
238439,IX - Zasmboanga Peninsula,142470,Male,50,Extended Family,6,79,15,2,1
288026,IX - Zasmboanga Peninsula,90968,Male,35,Single Family,3,25,40,2,1
421562,IX - Zasmboanga Peninsula,110815,Male,74,Single Family,2,120,15,3,1
510194,IX - Zasmboanga Peninsula,121144,Male,47,Single Family,4,80,15,5,1
184550,IX - Zasmboanga Peninsula,104379,Male,44,Single Family,6,20,15,1,1
286804,IX - Zasmboanga Peninsula,148546,Male,65,Extended Family,4,10,28,2,1
288605,IX - Zasmboanga Peninsula,93313,Female,48,Extended Family,3,40,15,2,1
366470,IX - Zasmboanga Peninsula,140412,Male,47,Extended Family,3,42,35,2,1
475471,IX - Zasmboanga Peninsula,150070,Male,57,Extended Family,13,42,24,3,1
1115003,IX - Zasmboanga Peninsula,252704,Male,54,Single Family,6,48,7,2,1
333081,IX - Zasmboanga Peninsula,143404,Male,50,Single Family,5,64,12,3,1
298039,IX - Zasmboanga Peninsula,83186,Male,66,Single Family,2,70,38,2,1
983989,IX - Zasmboanga Peninsula,115135,Male,55,Extended Family,7,80,24,3,1
447449,IX - Zasmboanga Peninsula,133255,Female,25,Extended Family,5,90,30,2,1
361552,IX - Zasmboanga Peninsula,78292,Male,35,Single Family,4,90,17,3,1
1019752,IX - Zasmboanga Peninsula,190523,Male,60,Extended Family,5,100,20,4,1
740880,IX - Zasmboanga Peninsula,174277,Male,56,Extended Family,5,90,21,2,1
182744,IX - Zasmboanga Peninsula,90726,Male,31,Extended Family,5,50,10,2,1
252178,IX - Zasmboanga Peninsula,115323,Male,44,Single Family,4,40,40,2,0
220571,IX - Zasmboanga Peninsula,106192,Male,41,Single Family,4,40,10,2,1
156040,IX - Zasmboanga Peninsula,85616,Male,46,Single Family,9,17,13,1,0
169979,IX - Zasmboanga Peninsula,98035,Male,39,Single Family,9,23,14,1,1
181755,IX - Zasmboanga Peninsula,111610,Male,49,Single Family,5,15,15,1,0
76889,IX - Zasmboanga Peninsula,31875,Male,66,Single Family,2,11,17,1,0
102077,IX - Zasmboanga Peninsula,60038,Male,25,Single Family,4,10,14,0,0
68240,IX - Zasmboanga Peninsula,33018,Female,28,Extended Family,3,15,14,2,0
163490,IX - Zasmboanga Peninsula,111642,Female,59,Extended Family,9,10,13,0,0
110375,IX - Zasmboanga Peninsula,53415,Female,46,Single Family,3,26,17,1,0
104633,IX - Zasmboanga Peninsula,62247,Male,33,Single Family,6,16,13,1,0
103793,IX - Zasmboanga Peninsula,56387,Male,29,Single Family,5,8,15,0,0
202800,IX - Zasmboanga Peninsula,131880,Male,62,Single Family,9,11,14,0,1
153240,IX - Zasmboanga Peninsula,93127,Male,33,Single Family,9,11,14,0,1
102510,IX - Zasmboanga Peninsula,41943,Female,80,Single Family,3,20,20,1,0
107148,IX - Zasmboanga Peninsula,52024,Male,26,Single Family,5,11,15,0,0
82025,IX - Zasmboanga Peninsula,35893,Male,19,Single Family,2,11,13,0,0
89790,IX - Zasmboanga Peninsula,35287,Male,18,Single Family,2,15,15,1,0
83115,IX - Zasmboanga Peninsula,33379,Male,40,Single Family,3,13,17,0,0
100095,IX - Zasmboanga Peninsula,48478,Male,49,Single Family,4,11,15,0,0
68041,IX - Zasmboanga Peninsula,27051,Male,22,Single Family,2,11,14,1,0
329410,IX - Zasmboanga Peninsula,95263,Male,47,Single Family,3,100,24,1,1
221380,IX - Zasmboanga Peninsula,101938,Female,69,Single Family,4,70,30,1,1
102569,IX - Zasmboanga Peninsula,55501,Male,47,Single Family,5,24,27,1,0
100392,IX - Zasmboanga Peninsula,79441,Male,43,Single Family,6,150,33,2,1
91199,IX - Zasmboanga Peninsula,29403,Female,71,Single Family,1,80,26,2,1
148990,IX - Zasmboanga Peninsula,73942,Male,39,Single Family,3,60,20,1,1
105740,IX - Zasmboanga Peninsula,54284,Female,53,Extended Family,6,50,15,2,1
99110,IX - Zasmboanga Peninsula,35125,Male,28,Single Family,4,20,15,1,1
70390,IX - Zasmboanga Peninsula,24842,Male,32,Single Family,4,23,14,1,0
109820,IX - Zasmboanga Peninsula,50219,Male,26,Single Family,4,60,15,3,1
86514,IX - Zasmboanga Peninsula,17274,Male,67,Single Family,2,20,15,1,1
125190,IX - Zasmboanga Peninsula,63493,Female,49,Single Family,6,20,15,2,1
302980,IX - Zasmboanga Peninsula,45581,Male,66,Extended Family,3,30,14,2,1
136560,IX - Zasmboanga Peninsula,19040,Male,46,Single Family,1,60,13,2,1
63110,IX - Zasmboanga Peninsula,12243,Male,63,Single Family,1,28,14,1,1
83250,IX - Zasmboanga Peninsula,22274,Male,22,Single Family,3,20,14,2,1
148742,IX - Zasmboanga Peninsula,79901,Female,42,Single Family,6,40,15,3,1
141018,IX - Zasmboanga Peninsula,39032,Male,51,Single Family,4,25,17,2,1
132630,IX - Zasmboanga Peninsula,32671,Male,33,Single Family,4,23,13,1,1
95570,IX - Zasmboanga Peninsula,37649,Male,27,Single Family,4,29,15,3,1
103467,IX - Zasmboanga Peninsula,28203,Male,28,Single Family,4,29,15,3,1
126453,IX - Zasmboanga Peninsula,19640,Male,55,Single Family,2,70,13,2,1
226460,IX - Zasmboanga Peninsula,62003,Male,32,Single Family,4,70,13,2,1
315120,IX - Zasmboanga Peninsula,95263,Male,23,Single Family,3,70,13,2,1
161240,IX - Zasmboanga Peninsula,55975,Male,44,Single Family,4,30,20,2,1
102440,IX - Zasmboanga Peninsula,43410,Male,48,Extended Family,6,28,13,2,1
138835,IX - Zasmboanga Peninsula,71187,Female,65,Extended Family,5,80,26,2,1
87728,IX - Zasmboanga Peninsula,45740,Male,68,Extended Family,7,80,19,2,1
190042,IX - Zasmboanga Peninsula,63729,Male,48,Single Family,3,42,17,3,1
1879686,IX - Zasmboanga Peninsula,138130,Male,53,Single Family,5,80,17,3,1
289362,IX - Zasmboanga Peninsula,51959,Male,60,Single Family,2,18,6,1,1
350219,IX - Zasmboanga Peninsula,111626,Male,74,Two or More Nonrelated Persons/Members,4,80,24,4,1
414290,IX - Zasmboanga Peninsula,122198,Male,37,Extended Family,6,40,20,2,1
41740,IX - Zasmboanga Peninsula,19716,Male,57,Single Family,1,10,16,0,1
98865,IX - Zasmboanga Peninsula,45069,Female,47,Extended Family,4,40,3,1,1
464371,IX - Zasmboanga Peninsula,54385,Male,67,Single Family,6,84,30,3,1
118825,IX - Zasmboanga Peninsula,54483,Male,34,Single Family,3,30,3,1,1
241271,IX - Zasmboanga Peninsula,103068,Male,38,Single Family,3,35,3,1,1
127064,IX - Zasmboanga Peninsula,37164,Male,28,Single Family,3,96,15,3,1
78712,IX - Zasmboanga Peninsula,46079,Female,48,Single Family,3,32,5,2,0
86108,IX - Zasmboanga Peninsula,46319,Male,39,Single Family,4,96,9,2,1
105895,IX - Zasmboanga Peninsula,61012,Male,81,Single Family,3,60,27,2,1
113259,IX - Zasmboanga Peninsula,41008,Male,28,Extended Family,5,96,3,2,0
77220,IX - Zasmboanga Peninsula,29763,Female,41,Single Family,3,63,8,2,1
98234,IX - Zasmboanga Peninsula,42799,Male,48,Extended Family,4,20,10,1,0
310390,IX - Zasmboanga Peninsula,108761,Male,28,Extended Family,5,30,7,3,1
75278,IX - Zasmboanga Peninsula,46921,Male,49,Single Family,3,30,5,1,0
86815,IX - Zasmboanga Peninsula,55866,Male,43,Single Family,4,35,17,1,1
100410,IX - Zasmboanga Peninsula,64318,Male,50,Single Family,6,48,21,1,1
557679,IX - Zasmboanga Peninsula,121370,Male,30,Single Family,4,50,7,2,1
83707,IX - Zasmboanga Peninsula,19961,Female,66,Single Family,1,22,7,2,1
463122,IX - Zasmboanga Peninsula,139159,Male,41,Single Family,6,73,13,2,1
46547,IX - Zasmboanga Peninsula,16132,Male,49,Single Family,1,13,9,2,1
85229,IX - Zasmboanga Peninsula,29099,Male,55,Single Family,2,30,15,2,1
68601,IX - Zasmboanga Peninsula,28878,Male,66,Single Family,2,10,21,0,0
90288,IX - Zasmboanga Peninsula,43632,Male,60,Single Family,3,27,20,2,0
140737,IX - Zasmboanga Peninsula,97374,Male,49,Single Family,7,54,17,1,1
57285,IX - Zasmboanga Peninsula,30801,Male,35,Single Family,3,16,5,0,0
72020,IX - Zasmboanga Peninsula,37123,Male,26,Single Family,5,21,7,1,1
76510,IX - Zasmboanga Peninsula,36073,Male,53,Single Family,2,58,25,2,1
99865,IX - Zasmboanga Peninsula,46805,Male,64,Single Family,4,22,28,1,1
61370,IX - Zasmboanga Peninsula,37769,Male,52,Single Family,4,20,17,1,0
58575,IX - Zasmboanga Peninsula,34792,Male,57,Extended Family,3,28,20,1,0
74843,IX - Zasmboanga Peninsula,45701,Male,53,Single Family,5,20,7,1,1
50329,IX - Zasmboanga Peninsula,29823,Male,29,Single Family,5,16,6,0,0
67900,IX - Zasmboanga Peninsula,40228,Male,37,Single Family,5,21,7,1,0
52337,IX - Zasmboanga Peninsula,29409,Male,49,Single Family,2,32,20,1,0
80250,IX - Zasmboanga Peninsula,47273,Male,53,Single Family,4,26,20,1,1
80770,IX - Zasmboanga Peninsula,42519,Male,35,Single Family,3,10,15,0,0
53324,IX - Zasmboanga Peninsula,25918,Female,46,Single Family,3,20,25,1,0
71660,IX - Zasmboanga Peninsula,41225,Male,62,Single Family,2,12,4,1,0
48245,IX - Zasmboanga Peninsula,23284,Female,70,Single Family,1,12,16,0,0
50300,IX - Zasmboanga Peninsula,35017,Female,70,Single Family,2,12,7,2,0
98570,IX - Zasmboanga Peninsula,58347,Male,43,Single Family,7,18,20,1,0
115750,IX - Zasmboanga Peninsula,63508,Female,48,Single Family,4,20,8,1,1
50115,IX - Zasmboanga Peninsula,26523,Male,84,Single Family,2,12,25,1,0
75124,IX - Zasmboanga Peninsula,32881,Male,42,Single Family,3,20,4,1,0
67145,IX - Zasmboanga Peninsula,37169,Male,35,Single Family,5,20,7,2,0
59035,IX - Zasmboanga Peninsula,31244,Male,53,Single Family,2,10,18,0,0
92920,IX - Zasmboanga Peninsula,63154,Male,60,Extended Family,5,26,23,2,0
243477,IX - Zasmboanga Peninsula,143341,Male,62,Extended Family,11,50,16,3,1
61420,IX - Zasmboanga Peninsula,37191,Male,25,Single Family,3,15,10,1,0
115781,IX - Zasmboanga Peninsula,59204,Male,51,Single Family,4,28,9,2,1
290582,IX - Zasmboanga Peninsula,171070,Male,47,Extended Family,7,12,0,1,1
38287,IX - Zasmboanga Peninsula,13682,Female,78,Single Family,1,15,41,2,0
52886,IX - Zasmboanga Peninsula,26262,Male,44,Single Family,3,14,9,1,0
73697,IX - Zasmboanga Peninsula,46836,Male,30,Single Family,6,15,0,1,0
112410,IX - Zasmboanga Peninsula,50415,Male,57,Single Family,5,32,23,3,1
47242,IX - Zasmboanga Peninsula,20734,Male,67,Single Family,2,10,5,1,1
104805,IX - Zasmboanga Peninsula,54829,Male,41,Single Family,6,16,4,1,1
116008,IX - Zasmboanga Peninsula,62332,Male,40,Single Family,4,30,16,2,1
200555,IX - Zasmboanga Peninsula,53448,Male,31,Single Family,3,20,10,1,0
163894,IX - Zasmboanga Peninsula,64156,Male,39,Single Family,5,28,9,2,1
97694,IX - Zasmboanga Peninsula,23238,Male,25,Single Family,3,17,5,2,1
99204,IX - Zasmboanga Peninsula,55409,Male,61,Single Family,2,10,6,2,1
100990,IX - Zasmboanga Peninsula,45618,Female,29,Single Family,3,12,7,1,1
632328,IX - Zasmboanga Peninsula,105506,Male,40,Single Family,4,46,5,5,0
77823,IX - Zasmboanga Peninsula,41199,Male,51,Single Family,3,20,7,2,0
72231,IX - Zasmboanga Peninsula,38532,Male,62,Single Family,3,18,7,2,1
102758,IX - Zasmboanga Peninsula,46504,Male,51,Single Family,4,15,20,1,1
52661,IX - Zasmboanga Peninsula,25487,Female,75,Extended Family,3,28,5,3,1
74406,IX - Zasmboanga Peninsula,46542,Male,68,Single Family,5,11,4,0,0
72405,IX - Zasmboanga Peninsula,50993,Male,45,Single Family,3,24,3,2,0
90986,IX - Zasmboanga Peninsula,55585,Male,55,Single Family,5,20,12,1,0
45934,IX - Zasmboanga Peninsula,24844,Male,80,Single Family,2,18,17,1,0
278421,IX - Zasmboanga Peninsula,90068,Female,44,Single Family,3,32,10,2,1
72262,IX - Zasmboanga Peninsula,45050,Male,36,Extended Family,6,16,6,1,1
81251,IX - Zasmboanga Peninsula,31471,Male,77,Single Family,2,24,32,1,1
105556,IX - Zasmboanga Peninsula,66115,Male,43,Single Family,5,7,3,2,0
1028222,IX - Zasmboanga Peninsula,153479,Male,56,Single Family,3,53,8,5,1
496020,IX - Zasmboanga Peninsula,118220,Male,63,Single Family,4,34,12,3,1
445596,IX - Zasmboanga Peninsula,125739,Male,59,Single Family,3,22,6,1,1
809859,IX - Zasmboanga Peninsula,164850,Female,66,Extended Family,4,200,27,4,1
152311,IX - Zasmboanga Peninsula,73401,Male,52,Single Family,8,150,19,2,1
117375,IX - Zasmboanga Peninsula,57255,Male,37,Single Family,3,11,45,2,1
144909,IX - Zasmboanga Peninsula,80912,Male,37,Single Family,7,15,3,2,1
133263,IX - Zasmboanga Peninsula,93145,Male,42,Single Family,5,11,20,2,1
849160,IX - Zasmboanga Peninsula,138701,Male,56,Extended Family,4,135,19,5,1
99420,IX - Zasmboanga Peninsula,64826,Male,62,Extended Family,4,14,14,2,1
102708,IX - Zasmboanga Peninsula,42827,Male,85,Single Family,2,15,14,1,1
134412,IX - Zasmboanga Peninsula,75308,Male,44,Single Family,5,150,20,2,1
485179,IX - Zasmboanga Peninsula,158496,Female,41,Extended Family,5,40,6,2,1
145022,IX - Zasmboanga Peninsula,79284,Female,42,Single Family,2,27,7,2,1
116045,IX - Zasmboanga Peninsula,76288,Male,33,Single Family,7,18,11,2,1
154995,IX - Zasmboanga Peninsula,73592,Male,46,Single Family,5,20,5,2,1
111001,IX - Zasmboanga Peninsula,50409,Male,57,Single Family,2,12,3,1,1
347573,IX - Zasmboanga Peninsula,132141,Male,64,Extended Family,8,27,12,2,1
400892,IX - Zasmboanga Peninsula,117255,Male,57,Extended Family,6,20,7,2,1
387700,IX - Zasmboanga Peninsula,138857,Male,37,Single Family,5,37,15,2,1
115320,IX - Zasmboanga Peninsula,63452,Male,46,Single Family,4,40,13,1,1
436227,IX - Zasmboanga Peninsula,98665,Female,52,Single Family,2,74,13,3,1
176940,IX - Zasmboanga Peninsula,45850,Male,41,Single Family,5,25,25,2,1
89010,IX - Zasmboanga Peninsula,53640,Male,41,Single Family,5,20,25,1,1
99436,IX - Zasmboanga Peninsula,54656,Male,70,Extended Family,4,16,14,0,1
75376,IX - Zasmboanga Peninsula,43170,Male,45,Single Family,5,10,16,0,1
137678,IX - Zasmboanga Peninsula,70715,Female,61,Extended Family,4,36,32,1,1
208027,IX - Zasmboanga Peninsula,77162,Male,43,Single Family,3,42,13,3,1
94559,IX - Zasmboanga Peninsula,45459,Male,64,Single Family,3,45,10,2,1
232325,IX - Zasmboanga Peninsula,91334,Male,33,Extended Family,4,52,25,2,1
70202,IX - Zasmboanga Peninsula,28601,Male,67,Single Family,2,23,25,1,1
329723,IX - Zasmboanga Peninsula,65477,Male,54,Extended Family,8,54,9,3,1
196500,IX - Zasmboanga Peninsula,105041,Male,60,Two or More Nonrelated Persons/Members,11,48,3,3,1
110576,IX - Zasmboanga Peninsula,65049,Male,38,Single Family,6,20,7,0,1
62296,IX - Zasmboanga Peninsula,32731,Male,43,Extended Family,4,20,13,1,0
98289,IX - Zasmboanga Peninsula,39964,Male,61,Single Family,4,20,16,2,0
88842,IX - Zasmboanga Peninsula,38482,Male,61,Extended Family,2,20,18,2,0
76000,IX - Zasmboanga Peninsula,31981,Male,60,Extended Family,3,18,17,2,1
82025,IX - Zasmboanga Peninsula,41361,Male,29,Single Family,4,25,25,2,1
121358,IX - Zasmboanga Peninsula,45337,Male,28,Extended Family,4,18,15,1,1
80298,IX - Zasmboanga Peninsula,40260,Male,26,Single Family,3,20,20,2,0
64090,IX - Zasmboanga Peninsula,23366,Female,66,Extended Family,4,15,45,1,1
255120,IX - Zasmboanga Peninsula,58650,Male,46,Extended Family,7,20,10,2,1
348613,IX - Zasmboanga Peninsula,98336,Female,42,Single Family,3,48,19,2,1
181800,IX - Zasmboanga Peninsula,80260,Male,33,Extended Family,5,120,9,3,1
151968,IX - Zasmboanga Peninsula,68771,Male,55,Single Family,4,30,27,0,1
295829,IX - Zasmboanga Peninsula,75027,Male,52,Single Family,5,36,24,3,1
105363,IX - Zasmboanga Peninsula,61569,Male,50,Single Family,6,100,15,1,1
114030,IX - Zasmboanga Peninsula,65956,Male,52,Single Family,5,23,46,1,1
192335,IX - Zasmboanga Peninsula,61426,Male,45,Single Family,3,36,19,4,1
75630,IX - Zasmboanga Peninsula,42347,Female,43,Single Family,5,12,2,0,0
112237,IX - Zasmboanga Peninsula,66630,Female,50,Single Family,7,11,15,2,0
88838,IX - Zasmboanga Peninsula,40378,Male,33,Single Family,3,8,9,1,1
106220,IX - Zasmboanga Peninsula,65049,Male,39,Extended Family,6,29,16,1,1
420610,IX - Zasmboanga Peninsula,212023,Male,32,Extended Family,6,27,35,3,1
202370,IX - Zasmboanga Peninsula,64673,Male,53,Single Family,4,15,15,2,1
251860,IX - Zasmboanga Peninsula,93516,Female,54,Single Family,4,27,25,2,1
345385,IX - Zasmboanga Peninsula,97714,Male,37,Single Family,2,32,7,1,1
543913,IX - Zasmboanga Peninsula,122171,Male,44,Single Family,2,32,15,5,1
356110,IX - Zasmboanga Peninsula,137532,Male,63,Extended Family,7,15,67,1,1
126286,IX - Zasmboanga Peninsula,44538,Female,43,Single Family,3,40,18,2,1
67895,IX - Zasmboanga Peninsula,39457,Male,70,Single Family,2,36,18,2,1
136600,IX - Zasmboanga Peninsula,72916,Male,55,Single Family,6,35,20,2,1
147278,IX - Zasmboanga Peninsula,58784,Male,59,Single Family,2,15,10,1,1
159688,IX - Zasmboanga Peninsula,57248,Male,56,Single Family,3,15,30,1,1
188700,IX - Zasmboanga Peninsula,75495,Male,44,Single Family,4,34,43,1,1
111000,IX - Zasmboanga Peninsula,58303,Male,52,Single Family,5,20,18,2,1
106350,IX - Zasmboanga Peninsula,64223,Male,45,Single Family,4,33,3,2,1
126565,IX - Zasmboanga Peninsula,66446,Male,40,Single Family,6,28,17,2,1
125734,IX - Zasmboanga Peninsula,73976,Male,35,Single Family,6,26,3,1,1
388323,IX - Zasmboanga Peninsula,63781,Male,59,Single Family,3,29,30,2,1
123398,IX - Zasmboanga Peninsula,78514,Male,43,Single Family,8,17,14,1,1
145420,IX - Zasmboanga Peninsula,82037,Male,30,Single Family,6,29,7,2,1
209190,IX - Zasmboanga Peninsula,123579,Male,63,Extended Family,8,65,10,3,1
83087,IX - Zasmboanga Peninsula,39749,Male,24,Single Family,3,20,7,2,1
281380,IX - Zasmboanga Peninsula,110901,Male,42,Single Family,8,52,3,2,1
173766,IX - Zasmboanga Peninsula,79674,Male,37,Single Family,5,65,17,2,1
391420,IX - Zasmboanga Peninsula,84575,Male,39,Single Family,6,34,8,2,1
270420,IX - Zasmboanga Peninsula,86117,Male,53,Single Family,3,18,16,1,1
675792,IX - Zasmboanga Peninsula,109955,Male,42,Single Family,4,42,16,2,1
216575,IX - Zasmboanga Peninsula,117427,Male,41,Single Family,8,22,10,2,0
356298,IX - Zasmboanga Peninsula,80873,Male,55,Single Family,3,120,3,1,1
47543,IX - Zasmboanga Peninsula,18473,Female,82,Single Family,2,15,3,1,1
51220,IX - Zasmboanga Peninsula,27775,Male,71,Single Family,2,20,20,1,1
123000,IX - Zasmboanga Peninsula,58594,Male,49,Single Family,4,18,10,1,1
103661,IX - Zasmboanga Peninsula,52401,Male,39,Single Family,5,14,21,1,1
72558,IX - Zasmboanga Peninsula,38153,Male,27,Single Family,4,20,3,1,0
72371,IX - Zasmboanga Peninsula,39573,Male,31,Single Family,3,40,11,3,1
133436,IX - Zasmboanga Peninsula,45002,Male,56,Extended Family,3,24,17,2,1
98548,IX - Zasmboanga Peninsula,58958,Male,42,Single Family,8,18,11,1,1
63096,IX - Zasmboanga Peninsula,35314,Female,75,Extended Family,5,20,13,1,1
76378,IX - Zasmboanga Peninsula,36280,Male,31,Single Family,5,30,1,2,1
123525,IX - Zasmboanga Peninsula,50479,Male,42,Single Family,4,24,11,1,1
75029,IX - Zasmboanga Peninsula,39232,Male,43,Single Family,4,15,5,1,0
40206,IX - Zasmboanga Peninsula,18362,Male,85,Single Family,2,13,14,1,0
82922,IX - Zasmboanga Peninsula,43243,Male,27,Single Family,3,14,7,1,0
85493,IX - Zasmboanga Peninsula,46321,Male,65,Extended Family,5,20,17,2,1
88715,IX - Zasmboanga Peninsula,53088,Male,36,Single Family,5,18,17,2,1
203609,IX - Zasmboanga Peninsula,81133,Female,54,Single Family,1,50,30,3,1
357242,IX - Zasmboanga Peninsula,106679,Male,50,Single Family,3,50,20,4,1
290873,IX - Zasmboanga Peninsula,99352,Male,54,Single Family,5,20,22,1,1
461103,IX - Zasmboanga Peninsula,92960,Male,57,Single Family,3,56,26,3,1
305636,IX - Zasmboanga Peninsula,103259,Male,45,Single Family,5,50,5,3,1
56977,IX - Zasmboanga Peninsula,30400,Female,65,Single Family,2,15,8,1,0
610070,IX - Zasmboanga Peninsula,148416,Male,51,Single Family,5,72,21,3,1
102257,IX - Zasmboanga Peninsula,56993,Male,54,Single Family,4,18,5,2,1
388346,IX - Zasmboanga Peninsula,74274,Male,36,Single Family,3,20,3,1,1
79121,IX - Zasmboanga Peninsula,38642,Male,57,Single Family,2,24,28,2,1
121252,IX - Zasmboanga Peninsula,62070,Male,55,Single Family,5,22,16,2,1
424675,IX - Zasmboanga Peninsula,134501,Male,59,Single Family,9,32,51,1,1
127643,IX - Zasmboanga Peninsula,83184,Male,34,Single Family,7,24,10,1,1
79378,IX - Zasmboanga Peninsula,42552,Male,28,Single Family,4,16,3,1,1
103115,IX - Zasmboanga Peninsula,49937,Male,47,Single Family,4,18,21,1,1
55675,IX - Zasmboanga Peninsula,21510,Male,80,Single Family,2,18,15,0,1
132860,IX - Zasmboanga Peninsula,45282,Male,66,Single Family,3,30,10,1,1
101668,IX - Zasmboanga Peninsula,58411,Male,53,Extended Family,4,25,27,1,1
167970,IX - Zasmboanga Peninsula,66709,Male,41,Single Family,6,20,15,1,1
123700,IX - Zasmboanga Peninsula,49049,Male,28,Single Family,2,20,5,1,1
85358,IX - Zasmboanga Peninsula,53731,Male,34,Single Family,9,17,3,1,0
102730,IX - Zasmboanga Peninsula,26113,Male,82,Single Family,2,20,34,1,1
119620,IX - Zasmboanga Peninsula,77730,Male,51,Extended Family,7,25,3,2,1
105595,IX - Zasmboanga Peninsula,61676,Male,47,Single Family,6,20,3,1,1
103648,IX - Zasmboanga Peninsula,54554,Male,57,Single Family,3,32,30,2,0
136268,IX - Zasmboanga Peninsula,62523,Female,74,Extended Family,5,50,16,3,1
162525,IX - Zasmboanga Peninsula,63566,Male,34,Single Family,4,52,16,3,1
145767,IX - Zasmboanga Peninsula,62284,Male,50,Extended Family,5,61,5,3,1
406979,IX - Zasmboanga Peninsula,124565,Male,33,Single Family,5,39,17,2,1
72554,IX - Zasmboanga Peninsula,40326,Male,32,Single Family,5,9,5,1,0
120280,IX - Zasmboanga Peninsula,71992,Male,33,Single Family,5,35,11,1,1
137406,IX - Zasmboanga Peninsula,96136,Male,34,Single Family,8,11,11,1,1
100282,IX - Zasmboanga Peninsula,48105,Male,67,Extended Family,9,29,11,2,1
86255,IX - Zasmboanga Peninsula,47027,Male,50,Extended Family,3,36,14,2,1
75684,IX - Zasmboanga Peninsula,38647,Male,53,Single Family,2,20,3,1,1
213610,IX - Zasmboanga Peninsula,42126,Male,56,Single Family,2,60,55,2,1
61393,IX - Zasmboanga Peninsula,32477,Male,53,Single Family,2,60,55,2,0
124630,IX - Zasmboanga Peninsula,61006,Male,46,Single Family,5,17,20,2,1
142665,IX - Zasmboanga Peninsula,57888,Male,54,Single Family,4,32,15,3,1
49532,IX - Zasmboanga Peninsula,21868,Male,51,Single Family,2,15,1,1,0
136010,IX - Zasmboanga Peninsula,59223,Male,66,Extended Family,4,34,23,2,1
174921,IX - Zasmboanga Peninsula,80996,Male,41,Single Family,6,32,4,2,1
183687,IX - Zasmboanga Peninsula,95702,Male,46,Single Family,7,18,3,1,1
146660,IX - Zasmboanga Peninsula,108695,Male,41,Single Family,9,18,13,1,1
99007,IX - Zasmboanga Peninsula,48351,Male,37,Single Family,4,18,3,1,1
328836,IX - Zasmboanga Peninsula,87827,Male,29,Single Family,3,24,3,1,1
75408,IX - Zasmboanga Peninsula,39607,Male,84,Single Family,4,50,93,2,1
119134,IX - Zasmboanga Peninsula,70928,Male,41,Single Family,6,30,8,2,1
59514,IX - Zasmboanga Peninsula,30738,Female,58,Extended Family,2,60,35,2,1
36090,IX - Zasmboanga Peninsula,15375,Male,47,Single Family,1,16,16,1,0
206630,IX - Zasmboanga Peninsula,102276,Male,50,Extended Family,10,28,6,2,1
135864,IX - Zasmboanga Peninsula,88675,Male,51,Extended Family,9,20,6,1,1
156241,IX - Zasmboanga Peninsula,74645,Male,32,Single Family,4,20,8,1,1
69402,IX - Zasmboanga Peninsula,34165,Male,60,Extended Family,3,18,15,1,0
41760,IX - Zasmboanga Peninsula,17664,Male,43,Single Family,1,16,10,1,0
74697,IX - Zasmboanga Peninsula,44168,Male,32,Single Family,4,33,10,1,0
111686,IX - Zasmboanga Peninsula,64293,Male,32,Single Family,6,34,11,2,1
85987,IX - Zasmboanga Peninsula,35510,Male,43,Single Family,3,10,10,0,1
60658,IX - Zasmboanga Peninsula,34622,Male,33,Single Family,4,16,5,1,0
108111,IX - Zasmboanga Peninsula,47475,Male,34,Single Family,5,16,9,1,1
54385,IX - Zasmboanga Peninsula,22022,Male,64,Single Family,3,18,11,1,1
73610,IX - Zasmboanga Peninsula,27683,Male,45,Single Family,4,16,9,0,0
69694,IX - Zasmboanga Peninsula,38928,Female,27,Single Family,4,16,3,1,0
108475,IX - Zasmboanga Peninsula,45790,Male,35,Single Family,6,20,3,1,1
49763,IX - Zasmboanga Peninsula,24193,Female,71,Single Family,1,20,27,1,1
54090,IX - Zasmboanga Peninsula,25117,Female,73,Single Family,2,30,25,2,0
97976,IX - Zasmboanga Peninsula,50010,Female,58,Extended Family,2,24,24,2,1
104606,IX - Zasmboanga Peninsula,55571,Male,58,Extended Family,4,32,12,2,1
67130,IX - Zasmboanga Peninsula,27815,Male,45,Single Family,1,16,10,2,1
355092,IX - Zasmboanga Peninsula,36264,Male,76,Single Family,1,14,13,1,1
99411,IX - Zasmboanga Peninsula,55753,Male,51,Extended Family,5,26,16,2,1
190560,IX - Zasmboanga Peninsula,86214,Male,48,Extended Family,8,36,6,4,1
158764,IX - Zasmboanga Peninsula,99612,Male,51,Extended Family,8,42,16,4,1
53440,IX - Zasmboanga Peninsula,29205,Female,57,Extended Family,3,20,13,2,1
103100,IX - Zasmboanga Peninsula,44620,Male,60,Extended Family,3,40,24,2,1
